FormID,ConceptID,ConceptName,DataType,IsAnswerToWhichConcept,FormID,ConceptID,ConceptName,DataType,IsAnswerToWhichConcept
53,7777933,TDF-FTC-LPV/r,N/A,7778109,27,165523,TDF-FTC-LPV/r,N/A,164514
53,7777934,TDF-3TC-LPV/r,N/A,7778109,27,162201,TDF-3TC-LPV/r,N/A,164514
53,7777935,TDF-FTC-ATV/r,N/A,7778109,27,165524,TDF-FTC-ATV/r,N/A,164514
53,7777936,TDF-3TC-ATV/r,N/A,7778109,27,164512,TDF-3TC-ATV/r,N/A,164514
53,7777880,AZT-3TC-LPV/r,N/A,7778109,27, 162561 ,AZT-3TC-LPV/r,N/A,164514
53,7777818,AZT-3TC-ATV/r,N/A,7778109,27,164511,AZT-3TC-ATV/r,N/A,164514
53,7777919,ABC-3TC-LPV/r,N/A,7778109,27,162200,ABC-3TC-LPV/r,N/A,164514
53,7777880,AZT-3TC-LPV/r,N/A,7778109,27,162561,AZT-3TC-LPV/r,N/A,164514
53,7777921,D4T-3TC-LPV/r,N/A,7778109,27,162560,D4T-3TC-LPV/r,N/A,164514
53,7777918,DDI-3TC-NVP,N/A,7778109,27,165525,DDI-3TC-NVP,N/A,164514
53,7777920,ABC-3TC-DDI,N/A,7778109,27,165526,ABC-DDI-3TC,N/A,164514
53,7778124,TDF-FTC-SQV/r,N/A,7778109,27,165527,TDF-FTC-SQV/r,N/A,164514
53,7778125,TDF-3TC-SQV/r,N/A,7778109,27,165528,TDF-3TC-SQV/r,N/A,164514
53,7778126,AZT-3TC-SQV/r,N/A,7778109,27,165529,AZT/3TC/SQVr,N/A,164514
53,7778128,AZT-TDF-3TC-LPV/r,N/A,7778109,27,165530,AZT-TDF-3TC-LPV/r,N/A,164514
53,7778129,TDF-AZT-FTC-SQV/r,N/A,7778109,27,165531,TDF-AZT-FTC-SQV/r,N/A,164514
53,7778130,TDF-AZT-3TC-SQV/r,N/A,7778109,27,165532,TDF-AZT-3TC-SQV/r,N/A,164514
53,7778131,TDF-FTC-IDV/r,N/A,7778109,27,165539,TDF-FTC-IDV/r,N/A,164514
53,7778132,TDF-3TC-IDV/r,N/A,7778109,27,165533,TDF-3TC-IDV/r,N/A,164514
53,7778133,AZT-3TC-IDV/r,N/A,7778109,27,165534,AZT-3TC-IDV/r,N/A,164514
53,7778134,TDF-AZT-FTC-IDV/r,N/A,7778109,27,165535,TDF-AZT-FTC-IDV/r,N/A,164514
53,7778135,TDF-AZT-3TC-IDV/r,N/A,7778109,27,165536,TDF-AZT-3TC-IDV/r,N/A,164514
53,7778136,ABC-AZT-LPV/r,N/A,7778109,27,162564,ABC-AZT-LPV/r,N/A,164514
53,7778137,TDF-AZT-3TC-ATV/r,N/A,7778109,27,165537,TDF-AZT-3TC-ATV/r,N/A,164514
53,7778555,ABC-DDI-SQV/r,N/A,7778109,27,165541,ABC-DDI-SQV/r,N/A,164514
53,7778556,TDF-DDI-IDV/r,N/A,7778109,27,165542,TDF-DDI-IDV/r,N/A,164514
53,7778557,ABC-DDI-LPV/r,N/A,7778109,27,165526,ABC-DDI-LPV/r,N/A,164514
53,7778133,AZT-3TC-IDV/r,N/A,7778109,27,165534,AZT-3TC-IDV/r,N/A,164514
53,7778127,AZT-TDF-FTC-LPV/r,N/A,7778109,27,165540,AZT-TDF-FTC-LPV/r,N/A,164514
53,7778602,ABC-3TC-ATV/r,N/A,7778109,27," 	166092",ABC-3TC-ATV/r,N/A,164514
53,7778604,ABC-3TC-RAL,N/A,7778109,27," 	165696",ABC-3TC-RAL,N/A,164514
53,7778611,Third Line Regimen,CODED,,27,165703," 	Adult 3rd Line ARV Regimens",CODED,
53,7778605,DRV/r + DTG ± 1-2 NRTIs ,N/A,7778611,27,165688,DRV/r-DTG + 1-2 NRTIs,N/A,165703
53,7778606,DRV/r +2NRTIs ± NNRTI ,N/A,7778611,27,165689,DRV/r-2NRTIs + NNRTI,N/A,165703
53,7778607,RAL or DTG + 2 NRTIs ,N/A,7778611,27,165699,RAL(or DTG) + 2 NRTIs,N/A,165703
53,7778608,DRV/r +2NRTIs ,N/A,7778611,27,165700,DRV/r +2NRTIs,N/A,165703
53,7778609,DRV/r + RAL or DTG ± 1-2 NRTIs ,N/A,7778611,27,165701,DRV/r+RAL + 1-2NRTIs,N/A,165703
53,7778610,DRV/r +DTG ± 1-2 NRTIs ,N/A,7778611,27,165688,DRV/r-DTG + 1-2 NRTIs,N/A,165703
53,1542, Pickup Reason,CODED,,27,165774, Pick Up Reason,CODED,
53,1539, Refill Fastrack,BOOLEAN,1542,27,165662,Refill ,N/A,165774
53,1540,Substitution,BOOLEAN,1542,27,165665,Substitution,N/A,165774
53,1541, Switch,BOOLEAN,1542,27,165772,Switch,N/A,165774
53,7778364,Drug name,CODED,,,165724,ARV Medication,CODED,
53,960,EFAVIRENZ ,CODED,7778364,27,633,EFAVIRENZ,N/A,165724
53,953,LAMIVUDINE ,CODED,7778364,27,628,LAMIVUDINE,N/A,165724
53,959,NEVIRAPINE ,CODED,7778364,27,631,NEVIRAPINE,N/A,165724
53,952,ZIDOVUDINE ,TEXT,7778364,27,86663,ZIDOVUDINE,N/A,165724
53,962,INDINAVIR/RITONAVIR ,N/A,7778364,27,77995,INDINAVIR,N/A,165724
53,18,KALETRA ,CODED,7778364,27,794,LOPINAVIR/RITONAVIR,N/A,165724
53,1187,RITONOVIR ,CODED,7778364,27,795,RITONAVIR,N/A,165724
53,961,SAQUINAVIR/RITONAVIR ,N/A,7778364,27,83690,SAQUINAVIR,N/A,165724
53,957,TENOFOVIR ,CODED,7778364,27,84795,TENOFOVIR,N/A,165724
53,1190,TENOFOVIR/EMTRICITABINE ,CODED,7778364,27,104567,Emtricitabine / Tenofovir,N/A,165724
53,956,ABACAVIR ,N/A,7778364,27,814,ABACAVIR,N/A,165724
53,955,DIDANOSINE ,N/A,7778364,27,796,DIDANOSINE,N/A,165724
53,1192,ACYCLOVIR ,N/A,7778364,27,732,ACYCLOVIR,N/A,165727
53,1193,AMOXICILLIN ,N/A,7778364,27,71161,AMOXICILLIN,N/A,165727
53,1194,AZITHROMYCIN ,N/A,7778364,27,71780,AZITHROMYCIN,N/A,165727
53,599,"PENICILLIN G, BENZATHINE ",N/A,7778364,27,159587,PENICILLIN G BENZATHINE / PENICILLIN G PROCAINE,N/A,165727
53,1195,BENZOIC ACID/SALICYLIC ACID CREAM ,N/A,7778364,27,103878,BENZOIC ACID / SALICYLIC ACID,N/A,165727
53,1196,CEFTRIAXONE IV ,N/A,7778364,27,73041,CEFTRIAXONE,N/A,165727
53,1198,DAPSONE ,N/A,7778364,27,74250,DAPSONE,N/A,165727
53,1199,FERROUS GLUCONATE ,N/A,7778364,27,76336,FERROUS GLUCONATE,N/A,165727
53,1200,FLUOXETINE ,N/A,7778364,27,76552,FLUOXETINE,N/A,165727
53,1201,FLUCONAZOLE ,N/A,7778364,27,76488,FLUCONAZOLE,N/A,165727
53,594,FOLIC ACID ,N/A,7778364,27,76613,FOLIC ACID,N/A,165727
53,1202,HYDROCORTISONE ACETATE ,N/A,7778364,27,290,HYDROCORTISONE CREAM,N/A,165727
53,1203,IBUPROFEN ,N/A,7778364,27,912,IBUPROFEN,N/A,165727
53,1594,INH ,N/A,7778364,27,657,INH,N/A,165304
53,1204,LOPERAMIDE ,N/A,7778364,27,79037,LOPERAMIDE,N/A,165727
53,1206,METOCLOPRAMIDE ,N/A,7778364,27,79755,METOCLOPRAMIDE,N/A,165727
53,1207,METRONIDAZOLE ,N/A,7778364,27,78782,METRONIDAZOLE,N/A,165727
53,1208,MULTIVITAMIN ,N/A,7778364,27,461,MULTIVITAMIN,N/A,165727
53,1209,NYSTATIN SOLUTION ,N/A,7778364,27,919,NYSTATIN,N/A,165727
53,1210,ORAL REHYDRATION SALT ,N/A,7778364,27,351,ORAL REHYDRATION SALT,N/A,165727
53,1211,SULFADOXINE/PYRIMETHAMINE ,N/A,7778364,27,105232,PYRIMETHAMINE / SULFADOXINE,N/A,165727
53,1212,TRAMADOL ,N/A,7778364,27,85275,TRAMADOL,N/A,165727
53,958,EMTRICITABINE ,CODED,7778364,27,75628,EMTRICITABINE,N/A,165724
53,37,ETHAMBUTOL ,CODED,7778364,27,75948,ETHAMBUTOL,N/A,165727
53,1213,NELFINAVIR ,CODED,7778364,27,80487,NELFINAVIR,N/A,165724
53,11,RIFAMPICIN ,N/A,7778364,27,767,RIFAMPICIN,N/A,165304
53,1214,ALBENDAZOLE ,N/A,7778364,27,70439,ALBENDAZOLE,N/A,165727
53,1215,ARTEMETHER-LUMEFANTRINE ,N/A,7778364,27,1447,ARTEMETHER-LUMEFANTRINE,N/A,165727
53,1216,CLOTRIMAZOLE VAG. PRESSARY ,N/A,7778364,27,285,CLOTRIMAZOLE PESSARIES,N/A,165727
53,963,CTX ,N/A,7778364,27,105281,COTRIMOXAZOLE,N/A,165727
53,1217,ACTION MEAL ,N/A,7778364,27,165122,ACTION MEAL PRESCRIBED,N/A,165727
53,1218,PYRIZINAMIDE ,N/A,7778364,27,5829,PYRAZINAMIDE,N/A,165727
53,1221,ABACAVIR/LAMIVUDINE/NEVIRAPINE ,N/A,7778364,27,162199,Abacavir / Nevirapine / Lamivudine,N/A,165724
53,1222,ABACAVIR/LAMIVUDINE/EFAVIRENZ ,N/A,7778364,27,162563,Abacavir / Efavirenz / Lamivudine,N/A,165724
53,1224,NEVIRAPINE/TENOFOVIR/EMTRICITABINE ,N/A,7778364,27,164854,Tenofovir / Emtricitabine / Nevirapine,N/A,165724
53,1225,NEVIRAPINE/TENOFOVIR/LAMIVUDINE ,N/A,7778364,27,162565,Lamivudine / Nevirapine / Tenofovir,N/A,165724
53,1227,TENOFOVIR/LAMIVUDINE/EFAVIRENZ ,N/A,7778364,27,164505,Lamivudine / Efavirenz / Tenofovir,N/A,165724
53,1228,ABACAVIR/DIDANOSINE/KALETRA ,N/A,7778364,27,162559,Abacavir / Didanosine / Lopinavir / Ritonavir,N/A,165724
53,1239,AMYTRYPTILINE ,N/A,7778364,27,931,AMYTRYPTILINE ,N/A,165727
53,1240,ARTEMETER ,N/A,7778364,27,71560,ARTEMETHER,N/A,165727
53,1241,PROMETHAZINE / PSEUDOEPHEDRINE ,N/A,7778364,27,105219,PROMETHAZINE / PSEUDOEPHEDRINE,N/A,165727
53,949,FANSIDAR ,N/A,7778364,27,76183,FANSIDAR,N/A,165727
53,950,FERROUS SULPHATE ,N/A,7778364,27,256,FERROUS SULPHATE,N/A,165727
53,10,AMOXICILLIN AND CLAVULANIC ACID ,N/A,7778364,27,450,AMOXICILLIN AND CLAVULANIC ACID,N/A,165727
53,7778153,TINIDAZOLE ,N/A,7778364,27,85151,TINIDAZOLE,N/A,165727
53,7778154,DOXYCYCLINE ,N/A,7778364,27,75222,DOXYCYCLINE,N/A,165727
53,592,ERYTHROMYCIN ,N/A,7778364,27,75841,ERYTHROMYCIN,N/A,165727
53,7778155,SPECTINOMYCIN ,N/A,7778364,27,84221,SPECTINOMYCIN,N/A,165727
53,68,OFLOXACIN ,N/A,7778364,27,810222,OFLOXACINE,N/A,165727
53,7778156,TETRACYCLINE ,N/A,7778364,27,84893,TETRACYCLINE,N/A,165727
53,58,CIPROFLOXACIN ,N/A,7778364,27,73449,CIPROFLOXACIN,N/A,165727
53,590,AMPICILLIN ,N/A,7778364,27,71188,AMPICILLIN,N/A,165727
53,1533,ATAZANAVIR BOOSTED ,N/A,7778364,27,71647,ATAZANAVIR,N/A,165724
53,7778158,DIHYDOARTEMISIMINE ,N/A,7778364,27,162836,Dihydroartemisinin / piperaquine,N/A,165727
53,23,ZIDOVUDINE/LAMIVUDINE ,CODED,7778364,27,630,LAMIVUDINE / ZIDOVUDINE,N/A,165724
53,1189,TENOFOVIR/LAMIVUDINE ,CODED,7778364,27,161364,lamivudine / tenofovir,N/A,165724
53,1186,INDINAVIR ,CODED,7778364,27,811,INDINAVIR,N/A,165724
53,1188,SAQUINAVIR ,CODED,7778364,27,83690,SAQUINAVIR,N/A,165724
53,1184,LAMIVUDINE/NEVIRAPINE/ZIDOVUDINE ,N/A,7778364,27,1652,LAMIVUDINE / NEVIRAPINE / ZIDOVUDINE,N/A,165724
53,17,STAVUDINE/LAMIVUDINE/NEVIRAPINE ,N/A,7778364,27,792,STAVUDINE LAMIVUDINE AND NEVIRAPINE,N/A,165724
53,954,STAVUDINE ,N/A,7778364,27,84309,STAVUDINE,N/A,165724
53,35,INH/B6 ,CODED,7778364,27,656,INH,N/A,165304
53,34,STREPTOMYCIN INJECTION ,CODED,7778364,27,438,STREPTOMYCIN INJECTION,N/A,165304
53,1197,CHLORPHENIRAMINE MALEATE ,N/A,7778364,27,913,CHLORPHENAMINE,N/A,165727
53,1185,STAVUDINE/LAMIVUDINE ,N/A,7778364,27,161363,lamivudine / stavudine,N/A,165724
53,1205,LORATADINE ,N/A,7778364,27,79053,LORATADINE,N/A,165727
53,66,RIFABUTIN ,N/A,7778364,27,83352,RIFABUTIN,N/A,165304
53,36,PYRAZINAMIDE ,N/A,7778364,27,82900,PYRAZINAMIDE,N/A,165304
53,1235,KALETRA/TENOFOVIR/ZIDOVUDINE/EMTRICITABINE ,N/A,7778364,27,165540,Zidovudine / Tenofovir /Emtricitabine / Lopinavir,N/A,165724
53,1236,KALETRA/TENOFOVIR/ZIDOVUDINE/LAMIVUDINE ,N/A,7778364,27,165530,Zidovudine / Tenofovir / Lamivudine / Lopinavir,N/A,165724
53,1237,SAQUINAVIR/TENOFOVIR/EMTRICITABINE ,N/A,7778364,27,165527,Tenofovir / Emtricitabine / Saquinavir,N/A,165724
53,7778159,TENOFOVIR/LAMIVUDINE/ATAZANAVIR BOOSTED ,N/A,7778364,27,164512,Tenofovir / Lamivudine / Atazanivir,N/A,165724
53,1219,ZIDOVUDINE/LAMIVUDINE/EFAVIRENZ ,N/A,7778364,27,160124,Zidovudine/ Lamivudine/ Efavirenz,N/A,165724
53,1232,KALETRA/TENOFOVIR/EMTRICITABINE ,N/A,7778364,27,165523,Tenofovir/Emtricitabine/Lopinavir,N/A,165724
53,1223,ABACAVIR/LAMIVUDINE/ZIDOVUDINE ,N/A,7778364,27,817,ABACAVIR / LAMIVUDINE / ZIDOVUDINE,N/A,165724
53,1233,KALETRA/TENOFOVIR/LAMIVUDINE ,N/A,7778364,27,162201,Lamivudine / Lopinavir / Ritonavir / Tenofovir,N/A,165724
53,1234,KALETRA/ZIDOVUDINE/LAMIVUDINE ,N/A,7778364,27,162561,Lamivudine / Lopinavir / Ritonavir / Zidovudine,N/A,165724
53,1226,EFAVIRENZ/TENOFOVIR/EMTRICITABINE ,N/A,7778364,27,104565,EFAVIRENZ / EMTRICITABINE / TENOFOVIR DISOPROXIL,N/A,165724
53,608,CHLORPHENIRAMINE/PHENYLEPHRINE/PHENYLPROPANOLAMINE / PHENYLTOLOXAMINE ,N/A,7778364,27,104254,CHLORPHENIRAMINE / PHENYLEPHRINE / PHENYLPROPANOLAMINE / PHENYLTOLOXAMINE,N/A,165727
53,39,RIFAMPICIN AND ISONIAZID ,N/A,7778364,27,1194,RIFAMPICIN AND ISONIAZID,N/A,165304
53,38,RIFAMPICIN ISONIAZID AND PYRAZINAMIDE ,N/A,7778364,27,768,RIFAMPICIN ISONIAZID AND PYRAZINAMIDE,N/A,165304
53,40,RIFAMPICIN ISONIAZID PYRAZINAMIDE AND ETHAMBUTOL ,N/A,7778364,27,1131,RIFAMPICIN ISONIAZID PYRAZINAMIDE AND ETHAMBUTOL,N/A,165304
53,1184, LAMIVUDINE/NEVIRAPINE/ZIDOVUDINE,N/A,1118364,27,1652,LAMIVUDINE / NEVIRAPINE / ZIDOVUDINE,N/A,165724
53,7778365, Drug strength,CODED,,27,165725,ARV Drug Strenth ,CODED,
53,1543,100mg,BOOLEAN,7778365,27,165076,100mg,N/A,165725
53,1546,300mg,BOOLEAN,7778365,27,165074,300mg,N/A,165725
53,1544,150mg,BOOLEAN,7778365,27,165075,150mg,N/A,165725
53,1545,200mg ,BOOLEAN,7778365,27,165635,200mg,N/A,165725
53,1600,300mg/150mg ,BOOLEAN,7778365,27,165622,300/150mg,N/A,165725
53,1601,300mg/200mg ,BOOLEAN,7778365,27,166080,300mg/200mg,N/A,165725
53,1549,600mg,BOOLEAN,7778365,27,165616,600mg,N/A,165725
53,1550,800mg ,BOOLEAN,7778365,27," 	166045",800mg,N/A,165725
53,1602,300mg/300mg ,BOOLEAN,7778365,27,165621,300/300mg,N/A,165725
53,1593,250mg ,BOOLEAN,7778365,27,166052,250mg,N/A,165725
53,1548,400mg ,BOOLEAN,7778365,27,166054,400mg,N/A,165725
53,1553,1g ,BOOLEAN,7778365,27,166063,1g,N/A,165725
53,1581,10mg/ml,BOOLEAN,7778365,27,165707,10mg/ml,N/A,165725
53,1582,30mg ,BOOLEAN,7778365,27," 	166049",30mg,N/A,165725
53,1583,60mg ,BOOLEAN,7778365,27,165637,60mg,N/A,165725
53,1584,20mg/ml ,BOOLEAN,7778365,27,166046,20mg/ml,N/A,165725
53,1585,1mg/ml,BOOLEAN,7778365,27,166051,1mg/ml,N/A,165725
53,1586,6mg ,BOOLEAN,7778365,27," 	166047"," 	6mg",N/A,165725
53,1587,12mg ,BOOLEAN,7778365,27,166048,12mg,N/A,165725
53,1588,40mg ,BOOLEAN,7778365,27,166050,40mg,N/A,165725
53,1589,25mg,BOOLEAN,7778365,27,165706,25mg,N/A,165725
53,1551,50mg,BOOLEAN,7778365,27,165617,50mg,N/A,165725
53,7778376,80/20mg/ml,BOOLEAN,7778365,27,165639,80/20mg/ml,N/A,165725
53,7778377,100/25mg,BOOLEAN,7778365,27,165638,100/25mg,N/A,165725
53,7778379,50mg/scoop,N/A,7778365,27,166053,50mg/scoop,N/A,165725
53,7778380,80mg TMP/400mg SMZ,N/A,7778365,27,165060,480mg,N/A,165725
53,7778381,150mg/300mg,N/A,7778365,27,165622,300/150mg,N/A,165725
53,7778383,Suspension,N/A,7778365,27,162462,Suspension,N/A,165725
53,7778384,60mg/30mg/50mg,N/A,7778365,27,165633,30/60/50mg,N/A,165725
53,7778385,60mg/30mg,N/A,7778365,27,165634,60/30mg,N/A,165725
53,7778386,6mg/30mg/50mg ,N/A,7778365,27,166087,6mg/30mg/50mg,N/A,165725
53,7778387,12mg/60mg/100mg ,N/A,7778365,27," 	166086",12mg/60mg/100mg,N/A,165725
53,7778409,200/50mg ,N/A,7778365,27,165625,200/50mg,N/A,165725
53,7778431,300mg/150mg/200mg ,N/A,7778365,27,165620,150/300/200mg,N/A,165725
53,1547,480mg ,N/A,7778365,27,165060,480mg,N/A,165725
53,1552,960mg ,N/A,7778365,27,165062,960mg,N/A,165725
53,7778436,500mg ,N/A,7778365,27,166067,500mg,N/A,165725
53,7778437,500mg/25mg ,N/A,7778365,27,166081,500mg/25mg,N/A,165725
53,7778438,10mg ,N/A,7778365,27,166083,10mg,N/A,165725
53,7778439,100000 IU/ml ,N/A,7778365,27,166084, 100000iu/ml,N/A,165725
53,7778467,20mg ,N/A,7778365,27,166055,20mg,,165725
53,7778548,120mg ,N/A,7778365,27,165068,120mg,N/A,165725
53,7778551,50mg/5ml ,N/A,7778365,27,165636,50mg/5ml,N/A,165725
53,7778558,300mg/300mg/600mg ,N/A,7778365,27,165618,300/300/600mg,N/A,165725
53,7778384, 60mg/30mg/50mg,N/A,7778365,27,165633,30/60/50mg,N/A,165725
53,7778390, Other drug strength,TEXT,,27,165641," 	Other Dose Strength",TEXT,
53,7778366, Single dose prescription value,NUMERIC,,27,166120,ARV Medication Dosage,NUMERIC,
53,7778407, Drug Frequency,CODED,,27,165723, Drug Frequency ,CODED,
53,1556, BD,BOOLEAN,7778407,27,160858,Twice daily ,N/A,165723
53,1555,OD ,BOOLEAN,7778407,27,160862,Once daily ,N/A,165723
53,1562,Nocte,BOOLEAN,7778407,27,166058,Nocte,N/A,165723
53,1561,3X/WK ,BOOLEAN,7778407,27,165722,3ce/week,N/A,165723
53,7778399,Stat ,N/A,7778407,27,162136," 	One time STAT",N/A,165723
53,7778400,am and pm ,N/A,7778407,27,160858,Twice daily ,N/A,165723
53,7778401,PRN ,N/A,7778407,27,160857,PRN,N/A,165723
53,7778402,TDS ,N/A,7778407,27,160866, Thrice daily,N/A,165723
53,7778403,4 - 5 times a day ,N/A,7778407,27,160870,Four times daily,N/A,165723
53,7778370, Drug Duration number ,NUMERIC,,27,159368, Medication duration ,NUMERIC,
53,7778374, Drug Quantity Prescribed value ,NUMERIC,,27,160856, Quantity of medication prescribed per dose ,NUMERIC,
53,7778372, Drug quantity dispensed value ,NUMERIC,,27,1443, Medication dispensed ,NUMERIC,
53,7778009, Ordered by,TEXT,,27,164987,Ordered by,TEXT,
53,7778015, Date Ordered,DATE,,27,164989, Ordered date ,DATE,
53,7778442, Counseled by ,TEXT,,27,164991,Counseled By,TEXT,
53,7778443, Date counseled ,DATE,,27,164992,Counseled Date,DATE,
53,7778444, Picked up by ,TEXT,,27,164994,"		Pickuped By",TEXT,
53,7778445, Name of error drug ,TEXT,,27,164996,Name Of Error Drug ,TEXT,
53,7778446, Name of error prescription,TEXT,,27,165827, Nature of Drug Error ,TEXT,
53,7778447, Consequence of prescription error,TEXT,,27,165828,Consequences of drug error ,TEXT,
